DATE,BAMLHY,ln_BAMLHY,lnr_BAMLHY
9/25/2001,14.03,2.641197894,0.002140564
9/26/2001,14.06,2.643333886,0.002135992
9/27/2001,14.09,2.645465326,0.00213144
9/28/2001,14.33,2.662355242,0.016889916
9/30/2001,14.28,2.658859957,-0.003495285
10/1/2001,14.2,2.653241965,-0.005617992
10/2/2001,14.19,2.652537491,-0.000704473
10/3/2001,14.15,2.649714624,-0.002822867
10/4/2001,14.12,2.647592232,-0.002122392
10/5/2001,14.09,2.645465326,-0.002126906
10/8/2001,14.04,2.641910399,-0.003554927
10/9/2001,14.05,2.642622396,0.000711997
10/10/2001,13.98,2.637627737,-0.004994659
10/11/2001,13.95,2.635479508,-0.002148229
10/12/2001,13.88,2.630448955,-0.005030553
10/15/2001,13.71,2.618125494,-0.012323462
10/16/2001,13.67,2.615203651,-0.002921843
10/17/2001,13.64,2.613006652,-0.002196998
10/18/2001,13.65,2.613739522,0.000732869
10/19/2001,13.68,2.615934912,0.002195391
10/22/2001,13.67,2.615203651,-0.000731261
10/23/2001,13.66,2.614471854,-0.000731797
10/24/2001,13.65,2.613739522,-0.000732333
10/25/2001,13.6,2.610069793,-0.003669729
10/26/2001,13.58,2.608598122,-0.001471671
10/29/2001,13.55,2.606386547,-0.002211575
10/30/2001,13.57,2.607861474,0.001474927
10/31/2001,13.4,2.595254707,-0.012606767
11/1/2001,13.3,2.587764035,-0.007490672
11/2/2001,13.3,2.587764035,0
11/5/2001,13.27,2.585505848,-0.002258187
11/6/2001,13.27,2.585505848,0
11/7/2001,13.21,2.580974119,-0.00453173
11/8/2001,13.13,2.574899688,-0.00607443
11/9/2001,13.1,2.57261223,-0.002287458
11/12/2001,13.11,2.573375298,0.000763068
11/13/2001,13.11,2.573375298,0
11/14/2001,13.08,2.571084346,-0.002290952
11/15/2001,12.87,2.554899022,-0.016185324
11/16/2001,12.78,2.547881449,-0.007017573
11/19/2001,12.73,2.543961413,-0.003920036
11/20/2001,12.72,2.543175558,-0.000785855
11/21/2001,12.7,2.541601993,-0.001573564
11/22/2001,12.69,2.540814282,-0.000787712
11/23/2001,12.68,2.540025949,-0.000788333
11/26/2001,12.7,2.541601993,0.001576044
11/27/2001,12.64,2.536866389,-0.004735605
11/28/2001,12.59,2.532902848,-0.003963541
11/29/2001,12.58,2.532108251,-0.000794597
11/30/2001,12.67,2.539236994,0.007128743
12/3/2001,12.62,2.535282857,-0.003954137
12/4/2001,12.66,2.538447417,0.00316456
12/5/2001,12.66,2.538447417,0
12/6/2001,12.68,2.540025949,0.001578532
12/7/2001,12.7,2.541601993,0.001576044
12/10/2001,12.83,2.551786179,0.010184185
12/11/2001,12.86,2.554121719,0.00233554
12/12/2001,12.89,2.556451817,0.002330098
12/13/2001,12.92,2.558776498,0.002324681
12/14/2001,13.01,2.565718293,0.006941794
12/17/2001,12.96,2.561867691,-0.003850602
12/18/2001,12.93,2.559550193,-0.002317498
12/19/2001,12.94,2.560323289,0.000773096
12/20/2001,12.93,2.559550193,-0.000773096
12/21/2001,12.92,2.558776498,-0.000773694
12/24/2001,12.94,2.560323289,0.001546791
12/26/2001,12.95,2.561095788,0.000772499
12/27/2001,12.93,2.559550193,-0.001545595
12/28/2001,12.95,2.561095788,0.001545595
12/31/2001,12.81,2.550226116,-0.010869672
1/2/2002,12.8,2.549445171,-0.000780945
1/3/2002,12.69,2.540814282,-0.008630889
1/4/2002,12.65,2.537657215,-0.003157067
1/7/2002,12.61,2.53449015,-0.003167065
1/8/2002,12.61,2.53449015,0
1/9/2002,12.59,2.532902848,-0.001587302
1/10/2002,12.52,2.527327366,-0.005575482
1/11/2002,12.51,2.526528324,-0.000799041
1/14/2002,12.51,2.526528324,0
1/15/2002,12.56,2.530517161,0.003988837
1/16/2002,12.59,2.532902848,0.002385687
1/17/2002,12.63,2.536074936,0.003172088
1/18/2002,12.64,2.536866389,0.000791452
1/21/2002,12.66,2.538447417,0.001581028
1/22/2002,12.66,2.538447417,0
1/23/2002,12.69,2.540814282,0.002366865
1/24/2002,12.69,2.540814282,0
1/25/2002,12.69,2.540814282,0
1/28/2002,12.66,2.538447417,-0.002366865
1/29/2002,12.69,2.540814282,0.002366865
1/30/2002,12.72,2.543175558,0.002361276
1/31/2002,12.42,2.519308077,-0.023867481
2/1/2002,12.26,2.506341931,-0.012966146
2/4/2002,12.27,2.507157259,0.000815328
2/5/2002,12.33,2.512035317,0.004878058
2/6/2002,12.4,2.517696473,0.005661155
2/7/2002,12.41,2.518502599,0.000806127
2/8/2002,12.41,2.518502599,0
2/11/2002,12.43,2.520112906,0.001610306
2/12/2002,12.45,2.521720623,0.001607717
2/13/2002,12.44,2.520917087,-0.000803536
2/14/2002,12.48,2.524127363,0.003210276
2/15/2002,12.43,2.520112906,-0.004014457
2/18/2002,12.43,2.520112906,0
2/19/2002,12.45,2.521720623,0.001607717
2/20/2002,12.52,2.527327366,0.005606743
2/21/2002,12.52,2.527327366,0
2/22/2002,12.56,2.530517161,0.003189795
2/25/2002,12.61,2.53449015,0.003972989
2/26/2002,12.62,2.535282857,0.000792707
2/27/2002,12.58,2.532108251,-0.003174606
2/28/2002,12.53,2.528125769,-0.003982482
3/1/2002,12.47,2.52332576,-0.004800009
3/4/2002,12.43,2.520112906,-0.003212854
3/5/2002,12.35,2.513656063,-0.006456842
3/6/2002,12.31,2.51041194,-0.003244123
3/7/2002,12.24,2.504709277,-0.005702663
3/8/2002,12.19,2.500615943,-0.004093334
3/11/2002,12.17,2.498973907,-0.001642036
3/12/2002,12.14,2.496505786,-0.002468121
3/13/2002,12.13,2.495681723,-0.000824063
3/14/2002,12.13,2.495681723,0
3/15/2002,12.07,2.490723035,-0.004958688
3/18/2002,12.06,2.489894191,-0.000828844
3/19/2002,12.04,2.48823444,-0.001659751
3/20/2002,12.02,2.486571929,-0.001662511
3/21/2002,12.04,2.48823444,0.001662511
3/22/2002,12.05,2.48906466,0.00083022
3/25/2002,12.04,2.48823444,-0.00083022
3/26/2002,12.04,2.48823444,0
3/27/2002,12.03,2.48740353,-0.00083091
3/28/2002,12.06,2.489894191,0.002490661
3/31/2002,12.08,2.491551193,0.001657001
4/1/2002,11.98,2.483238593,-0.0083126
4/2/2002,11.95,2.480731278,-0.002507314
4/3/2002,11.96,2.481567749,0.00083647
4/4/2002,11.97,2.48240352,0.000835771
4/5/2002,11.94,2.479894108,-0.002509412
4/8/2002,11.93,2.479056236,-0.000837872
4/9/2002,11.92,2.478217662,-0.000838574
4/10/2002,11.88,2.474856314,-0.003361348
4/11/2002,11.88,2.474856314,0
4/12/2002,11.92,2.478217662,0.003361348
4/15/2002,11.89,2.475697711,-0.002519951
4/16/2002,11.87,2.474014209,-0.001683502
4/17/2002,11.83,2.470638678,-0.003375531
4/18/2002,11.8,2.468099531,-0.002539147
4/19/2002,11.8,2.468099531,0
4/22/2002,11.82,2.469793012,0.001693481
4/23/2002,11.81,2.46894663,-0.000846382
4/24/2002,11.77,2.465553921,-0.003392709
4/25/2002,11.77,2.465553921,0
4/26/2002,11.76,2.464703942,-0.000849979
4/29/2002,11.74,2.463001814,-0.001702128
4/30/2002,11.46,2.438862711,-0.024139103
5/1/2002,11.41,2.434490164,-0.004372547
5/2/2002,11.45,2.43798973,0.003499566
5/3/2002,11.46,2.438862711,0.000872981
5/6/2002,11.49,2.441477092,0.002614381
5/7/2002,11.53,2.444952334,0.003475242
5/8/2002,11.54,2.445819261,0.000866927
5/9/2002,11.5,2.442347035,-0.003472226
5/10/2002,11.51,2.443216223,0.000869187
5/13/2002,11.58,2.449279472,0.006063249
5/14/2002,11.59,2.450142657,0.000863185
5/15/2002,11.58,2.449279472,-0.000863185
5/16/2002,11.63,2.453587967,0.004308494
5/17/2002,11.66,2.456164181,0.002576214
5/20/2002,11.67,2.457021446,0.000857265
5/21/2002,11.65,2.45530618,-0.001715266
5/22/2002,11.64,2.454447442,-0.000858738
5/23/2002,11.62,2.452727751,-0.001719691
5/24/2002,11.62,2.452727751,0
5/27/2002,11.6,2.451005098,-0.001722653
5/28/2002,11.6,2.451005098,0
5/29/2002,11.6,2.451005098,0
5/30/2002,11.62,2.452727751,0.001722653
5/31/2002,11.76,2.464703942,0.011976191
6/3/2002,11.71,2.460443178,-0.004260765
6/4/2002,11.75,2.463853241,0.003410063
6/5/2002,11.74,2.463001814,-0.000851426
6/6/2002,11.75,2.463853241,0.000851426
6/7/2002,11.85,2.472327868,0.008474627
6/10/2002,11.9,2.4765384,0.004210533
6/11/2002,11.94,2.479894108,0.003355708
6/12/2002,12.02,2.486571929,0.006677821
6/13/2002,12.02,2.486571929,0
6/14/2002,12.09,2.492378665,0.005806736
6/17/2002,12.07,2.490723035,-0.00165563
6/18/2002,12.05,2.48906466,-0.001658375
6/19/2002,12.06,2.489894191,0.000829531
6/20/2002,12.14,2.496505786,0.006611594
6/21/2002,12.26,2.506341931,0.009836145
6/24/2002,12.38,2.516082267,0.009740337
6/25/2002,12.45,2.521720623,0.005638356
6/26/2002,13.1,2.57261223,0.050891607
6/27/2002,13.27,2.585505848,0.012893618
6/28/2002,13.37,2.593013391,0.007507543
6/30/2002,12.98,2.563409711,-0.02960368
7/1/2002,12.91,2.558002205,-0.005407506
7/2/2002,13.05,2.568788134,0.010785929
7/3/2002,13.13,2.574899688,0.006111555
7/4/2002,13.13,2.574899688,0
7/5/2002,13.2,2.58021683,0.005317141
7/8/2002,13.18,2.578700529,-0.001516301
7/9/2002,13.08,2.571084346,-0.007616183
7/10/2002,13.06,2.569554124,-0.001530222
7/11/2002,13.22,2.581730834,0.012176711
7/12/2002,13.2,2.58021683,-0.001514005
7/15/2002,13.14,2.575661013,-0.004555817
7/16/2002,13.17,2.577941516,0.002280503
7/17/2002,13.17,2.577941516,0
7/18/2002,13.19,2.579458967,0.001517451
7/19/2002,13.24,2.583242551,0.003783584
7/22/2002,13.26,2.584751985,0.001509434
7/23/2002,13.43,2.597491011,0.012739026
7/24/2002,13.65,2.613739522,0.016248511
7/25/2002,13.64,2.613006652,-0.000732869
7/26/2002,13.74,2.620311287,0.007304634
7/29/2002,13.8,2.624668592,0.004357305
7/30/2002,13.82,2.626116818,0.001448226
7/31/2002,13.45,2.598979106,-0.027137712
8/1/2002,13.2,2.58021683,-0.018762276
8/2/2002,13.28,2.586259144,0.006042314
8/5/2002,13.38,2.593761055,0.007501911
8/6/2002,13.41,2.596000697,0.002239643
8/7/2002,13.4,2.595254707,-0.00074599
8/8/2002,13.46,2.599722324,0.004467617
8/9/2002,13.42,2.596746132,-0.002976193
8/12/2002,13.47,2.60046499,0.003718859
8/13/2002,13.53,2.604909442,0.004444452
8/14/2002,13.62,2.611539301,0.006629859
8/15/2002,13.51,2.603430152,-0.008109149
8/16/2002,13.56,2.607124283,0.003694131
8/19/2002,13.55,2.606386547,-0.000737735
8/20/2002,13.42,2.596746132,-0.009640416
8/21/2002,13.39,2.59450816,-0.002237972
8/22/2002,13.25,2.583997552,-0.010510607
8/23/2002,13.15,2.576421759,-0.007575794
8/26/2002,13.05,2.568788134,-0.007633625
8/27/2002,13,2.564949357,-0.003838776
8/28/2002,12.96,2.561867691,-0.003081667
8/29/2002,12.95,2.561095788,-0.000771903
8/30/2002,12.93,2.559550193,-0.001545595
8/31/2002,13.08,2.571084346,0.011534153
9/2/2002,13.06,2.569554124,-0.001530222
9/3/2002,13.06,2.569554124,0
9/4/2002,13.03,2.567254391,-0.002299733
9/5/2002,13.05,2.568788134,0.001533743
9/6/2002,13.05,2.568788134,0
9/9/2002,13.07,2.570319528,0.001531394
9/10/2002,13.04,2.568021556,-0.002297971
9/11/2002,13.03,2.567254391,-0.000767165
9/12/2002,12.96,2.561867691,-0.0053867
9/13/2002,12.93,2.559550193,-0.002317498
9/16/2002,12.85,2.553343811,-0.006206381
9/17/2002,12.83,2.551786179,-0.001557633
9/18/2002,12.87,2.554899022,0.003112843
9/19/2002,12.96,2.561867691,0.006968669
9/20/2002,13.05,2.568788134,0.006920443
9/23/2002,13.17,2.577941516,0.009153382
9/24/2002,13.32,2.589266665,0.011325149
9/25/2002,13.34,2.59076704,0.001500375
9/26/2002,13.33,2.590017134,-0.000749906
9/27/2002,13.38,2.593761055,0.003743921
9/30/2002,13.36,2.592265168,-0.001495887
10/1/2002,13.39,2.59450816,0.002242992
10/2/2002,13.42,2.596746132,0.002237972
10/3/2002,13.48,2.601207105,0.004460974
10/4/2002,13.55,2.606386547,0.005179442
10/7/2002,13.67,2.615203651,0.008817103
10/8/2002,13.83,2.626840146,0.011636495
10/9/2002,14.06,2.643333886,0.016493741
10/10/2002,14.14,2.64900766,0.005673774
10/11/2002,14.14,2.64900766,0
10/14/2002,14.15,2.649714624,0.000706964
10/15/2002,14,2.63905733,-0.010657294
10/16/2002,14.03,2.641197894,0.002140564
10/17/2002,14.03,2.641197894,0
10/18/2002,14.04,2.641910399,0.000712504
10/21/2002,14.01,2.63977136,-0.002139038
10/22/2002,14.01,2.63977136,0
10/23/2002,14,2.63905733,-0.000714031
10/24/2002,13.91,2.632608006,-0.006449324
10/25/2002,13.87,2.629728234,-0.002879772
10/28/2002,13.81,2.625392967,-0.004335267
10/29/2002,13.75,2.621038824,-0.004354143
10/30/2002,13.72,2.618854622,-0.002184202
10/31/2002,13.66,2.614471854,-0.004382768
11/1/2002,13.59,2.609334228,-0.005137626
11/4/2002,13.49,2.60194867,-0.007385558
11/5/2002,13.41,2.596000697,-0.005947973
11/6/2002,13.28,2.586259144,-0.009741553
11/7/2002,13.19,2.579458967,-0.006800177
11/8/2002,13.19,2.579458967,0
11/11/2002,13.2,2.58021683,0.000757863
11/12/2002,13.16,2.577181926,-0.003034904
11/13/2002,13.11,2.573375298,-0.003806628
11/14/2002,13.12,2.574137784,0.000762486
11/15/2002,12.98,2.563409711,-0.010728072
11/18/2002,12.87,2.554899022,-0.00851069
11/19/2002,12.78,2.547881449,-0.007017573
11/20/2002,12.66,2.538447417,-0.009434032
11/21/2002,12.5,2.525728644,-0.012718772
11/22/2002,12.43,2.520112906,-0.005615739
11/25/2002,12.38,2.516082267,-0.004030638
11/26/2002,12.41,2.518502599,0.002420332
11/27/2002,12.39,2.516889696,-0.001612904
11/28/2002,12.4,2.517696473,0.000806777
11/29/2002,12.41,2.518502599,0.000806127
11/30/2002,12.29,2.508785924,-0.009716676
12/2/2002,12.17,2.498973907,-0.009812017
12/3/2002,12.16,2.498151877,-0.00082203
12/4/2002,12.22,2.503073954,0.004922077
12/5/2002,12.26,2.506341931,0.003267977
12/6/2002,12.31,2.51041194,0.00407001
12/9/2002,12.35,2.513656063,0.003244123
12/10/2002,12.31,2.51041194,-0.003244123
12/11/2002,12.31,2.51041194,0
12/12/2002,12.29,2.508785924,-0.001626017
12/13/2002,12.26,2.506341931,-0.002443993
12/16/2002,12.21,2.502255288,-0.004086642
12/17/2002,12.2,2.501435952,-0.000819336
12/18/2002,12.17,2.498973907,-0.002462045
12/19/2002,12.16,2.498151877,-0.00082203
12/20/2002,12.12,2.494856981,-0.003294896
12/23/2002,12.13,2.495681723,0.000824742
12/24/2002,12.11,2.494031558,-0.001650165
12/26/2002,12.1,2.493205453,-0.000826105
12/27/2002,12.09,2.492378665,-0.000826788
12/30/2002,12.08,2.491551193,-0.000827472
12/31/2002,11.93,2.479056236,-0.012494956
1/2/2003,11.89,2.475697711,-0.003358525
1/3/2003,11.81,2.46894663,-0.00675108
1/6/2003,11.7,2.459588842,-0.009357788
1/7/2003,11.5,2.442347035,-0.017241806
1/8/2003,11.38,2.431857429,-0.010489607
1/9/2003,11.34,2.428336298,-0.00352113
1/10/2003,11.3,2.424802726,-0.003533573
1/13/2003,11.26,2.421256623,-0.003546103
1/14/2003,11.26,2.421256623,0
1/15/2003,11.23,2.418588769,-0.002667854
1/16/2003,11.27,2.422144328,0.003555559
1/17/2003,11.32,2.426571073,0.004426745
1/20/2003,11.32,2.426571073,0
1/21/2003,11.31,2.42568729,-0.000883783
1/22/2003,11.35,2.429217744,0.003530454
1/23/2003,11.31,2.42568729,-0.003530454
1/24/2003,11.31,2.42568729,0
1/27/2003,11.44,2.437115986,0.011428696
1/28/2003,11.43,2.436241478,-0.000874508
1/29/2003,11.45,2.43798973,0.001748252
1/30/2003,11.42,2.435366204,-0.002623526
1/31/2003,11.49,2.441477092,0.006110888
2/3/2003,11.42,2.435366204,-0.006110888
2/4/2003,11.43,2.436241478,0.000875274
2/5/2003,11.46,2.438862711,0.002621233
2/6/2003,11.5,2.442347035,0.003484324
2/7/2003,11.5,2.442347035,0
2/10/2003,11.54,2.445819261,0.003472226
2/11/2003,11.52,2.444084655,-0.001734606
2/12/2003,11.59,2.450142657,0.006058002
2/13/2003,11.7,2.459588842,0.009446184
2/14/2003,11.71,2.460443178,0.000854336
2/17/2003,11.67,2.457021446,-0.003421731
2/18/2003,11.65,2.45530618,-0.001715266
2/19/2003,11.56,2.447550863,-0.007755317
2/20/2003,11.5,2.442347035,-0.005203828
2/21/2003,11.45,2.43798973,-0.004357305
2/24/2003,11.41,2.434490164,-0.003499566
2/25/2003,11.4,2.433613355,-0.000876808
2/26/2003,11.37,2.430978308,-0.002635048
2/27/2003,11.33,2.427454075,-0.003524233
2/28/2003,11.29,2.423917378,-0.003536697
3/3/2003,11.18,2.414126468,-0.00979091
3/4/2003,11.17,2.413231613,-0.000894855
3/5/2003,11.16,2.412335957,-0.000895656
3/6/2003,11.17,2.413231613,0.000895656
3/7/2003,11.16,2.412335957,-0.000895656
3/10/2003,11.13,2.409644165,-0.002691792
3/11/2003,11.11,2.407845604,-0.001798562
3/12/2003,11.14,2.410542234,0.002696631
3/13/2003,11.13,2.409644165,-0.000898069
3/14/2003,11.11,2.407845604,-0.001798562
3/17/2003,11.08,2.405141681,-0.002703922
3/18/2003,11.03,2.400618833,-0.004522848
3/19/2003,11.06,2.403334996,0.002716163
3/20/2003,11.05,2.402430428,-0.000904568
3/21/2003,10.99,2.396985768,-0.00544466
3/24/2003,10.99,2.396985768,0
3/25/2003,10.98,2.396075436,-0.000910332
3/26/2003,10.93,2.391511302,-0.004564134
3/27/2003,10.88,2.386926241,-0.004585061
3/28/2003,10.82,2.381396273,-0.005529968
3/31/2003,10.77,2.376764491,-0.004631782
4/1/2003,10.63,2.363680192,-0.013084299
4/2/2003,10.5,2.351375257,-0.012304935
4/3/2003,10.42,2.343727036,-0.007648221
4/4/2003,10.37,2.338917022,-0.004810014
4/7/2003,10.32,2.33408376,-0.004833262
4/8/2003,10.35,2.33698652,0.00290276
4/9/2003,10.41,2.342766883,0.005780363
4/10/2003,10.41,2.342766883,0
4/11/2003,10.38,2.339880878,-0.002886005
4/14/2003,10.35,2.33698652,-0.002894358
4/15/2003,10.25,2.327277706,-0.009708814
4/16/2003,10.2,2.32238772,-0.004889985
4/17/2003,10.16,2.318458442,-0.003929278
4/21/2003,10.12,2.314513664,-0.003944778
4/22/2003,10.06,2.308567165,-0.005946499
4/23/2003,9.92,2.294552921,-0.014014243
4/24/2003,9.82,2.284421122,-0.010131799
4/25/2003,9.77,2.279316466,-0.005104656
4/28/2003,9.74,2.276241118,-0.003075348
4/29/2003,9.67,2.269028309,-0.007212808
4/30/2003,9.51,2.252343877,-0.016684433
5/1/2003,9.42,2.242835089,-0.009508788
5/2/2003,9.37,2.237513096,-0.005321992
5/5/2003,9.33,2.233235015,-0.004278081
5/6/2003,9.33,2.233235015,0
5/7/2003,9.35,2.235376343,0.002141328
5/8/2003,9.42,2.242835089,0.007458745
5/9/2003,9.4,2.240709689,-0.002125399
5/12/2003,9.36,2.23644529,-0.004264399
5/13/2003,9.34,2.234306252,-0.002139038
5/14/2003,9.37,2.237513096,0.003206844
5/15/2003,9.32,2.232162629,-0.005350468
5/16/2003,9.31,2.231089091,-0.001073537
5/19/2003,9.33,2.233235015,0.002145924
5/20/2003,9.37,2.237513096,0.004278081
5/21/2003,9.43,2.243896097,0.006383
5/22/2003,9.44,2.24495598,0.001059884
5/23/2003,9.44,2.24495598,0
5/26/2003,9.45,2.246014742,0.001058761
5/27/2003,9.5,2.251291799,0.005277057
5/28/2003,9.5,2.251291799,0
5/29/2003,9.42,2.242835089,-0.00845671
5/30/2003,9.37,2.237513096,-0.005321992
5/31/2003,9.4,2.240709689,0.003196593
6/2/2003,9.32,2.232162629,-0.008547061
6/3/2003,9.3,2.2300144,-0.002148229
6/4/2003,9.22,2.221375038,-0.008639363
6/5/2003,9.16,2.214846179,-0.006528859
6/6/2003,9.08,2.206074193,-0.008771986
6/9/2003,9.04,2.201659174,-0.004415018
6/10/2003,9.01,2.198335072,-0.003324103
6/11/2003,8.95,2.191653532,-0.006681539
6/12/2003,8.9,2.186051277,-0.005602256
6/13/2003,8.82,2.17702187,-0.009029407
6/16/2003,8.74,2.16791019,-0.00911168
6/17/2003,8.67,2.159868791,-0.008041399
6/18/2003,8.65,2.157559321,-0.00230947
6/19/2003,8.66,2.158714723,0.001155402
6/20/2003,8.68,2.161021529,0.002306806
6/23/2003,8.74,2.16791019,0.006888661
6/24/2003,8.77,2.171336806,0.003426617
6/25/2003,8.75,2.1690537,-0.002283106
6/26/2003,8.78,2.172476408,0.003422707
6/27/2003,8.81,2.17588744,0.003411032
6/30/2003,8.91,2.187174241,0.011286802
7/1/2003,8.94,2.190535589,0.003361348
7/2/2003,8.94,2.190535589,0
7/3/2003,8.96,2.192770227,0.002234638
7/4/2003,8.96,2.192770227,0
7/7/2003,8.95,2.191653532,-0.001116695
7/8/2003,8.9,2.186051277,-0.005602256
7/9/2003,8.87,2.182674796,-0.00337648
7/10/2003,8.87,2.182674796,0
7/11/2003,8.86,2.181546765,-0.001128032
7/14/2003,8.84,2.179286877,-0.002259888
7/15/2003,8.81,2.17588744,-0.003399437
7/16/2003,8.87,2.182674796,0.006787356
7/17/2003,8.87,2.182674796,0
7/18/2003,8.9,2.186051277,0.00337648
7/21/2003,8.91,2.187174241,0.001122965
7/22/2003,8.96,2.192770227,0.005595986
7/23/2003,8.97,2.193885676,0.001115449
7/24/2003,8.99,2.196112848,0.002227172
7/25/2003,9.02,2.199444334,0.003331486
7/28/2003,9.05,2.202764758,0.003320424
7/29/2003,9.14,2.212660385,0.009895628
7/30/2003,9.26,2.225704049,0.013043663
7/31/2003,9.3,2.2300144,0.004310352
8/1/2003,9.37,2.237513096,0.007498696
8/4/2003,9.35,2.235376343,-0.002136753
8/5/2003,9.42,2.242835089,0.007458745
8/6/2003,9.54,2.255493485,0.012658397
8/7/2003,9.57,2.258633205,0.00313972
8/8/2003,9.55,2.256541154,-0.002092051
8/11/2003,9.57,2.258633205,0.002092051
8/12/2003,9.58,2.259677592,0.001044387
8/13/2003,9.63,2.264883226,0.005205634
8/14/2003,9.73,2.275213896,0.01033067
8/15/2003,9.69,2.271094426,-0.00411947
8/18/2003,9.64,2.265921109,-0.005173317
8/19/2003,9.48,2.249184316,-0.016736792
8/20/2003,9.37,2.237513096,-0.01167122
8/21/2003,9.28,2.227861547,-0.009651549
8/22/2003,9.24,2.223541886,-0.004319661
8/25/2003,9.22,2.221375038,-0.002166848
8/26/2003,9.2,2.219203484,-0.002171554
8/27/2003,9.15,2.213753879,-0.005449605
8/28/2003,9.09,2.207174908,-0.006578971
8/29/2003,9.03,2.200552367,-0.006622541
8/31/2003,9.13,2.211565695,0.011013327
9/1/2003,9.12,2.210469804,-0.001095891
9/2/2003,9.01,2.198335072,-0.012134732
9/3/2003,8.96,2.192770227,-0.005564845
9/4/2003,8.95,2.191653532,-0.001116695
9/5/2003,8.94,2.190535589,-0.001117943
9/8/2003,8.9,2.186051277,-0.004484312
9/9/2003,8.84,2.179286877,-0.0067644
9/10/2003,8.83,2.178155015,-0.001131862
9/11/2003,8.84,2.179286877,0.001131862
9/12/2003,8.83,2.178155015,-0.001131862
9/15/2003,8.8,2.174751721,-0.003403293
9/16/2003,8.8,2.174751721,0
9/17/2003,8.73,2.16676537,-0.007986352
9/18/2003,8.67,2.159868791,-0.006896579
9/19/2003,8.63,2.155244505,-0.004624286
9/22/2003,8.66,2.158714723,0.003470217
9/23/2003,8.7,2.163323026,0.004608303
9/24/2003,8.66,2.158714723,-0.004608303
9/25/2003,8.65,2.157559321,-0.001155402
9/26/2003,8.64,2.156402583,-0.001156738
9/29/2003,8.62,2.154085085,-0.002317498
9/30/2003,8.61,2.152924318,-0.001160766
10/1/2003,8.56,2.14710019,-0.005824128
10/2/2003,8.53,2.143589362,-0.003510829
10/3/2003,8.55,2.145931283,0.002341921
10/6/2003,8.55,2.145931283,0
10/7/2003,8.52,2.142416341,-0.003514942
10/8/2003,8.48,2.13771045,-0.004705891
10/9/2003,8.46,2.135349174,-0.002361276
10/10/2003,8.42,2.130609828,-0.004739345
10/13/2003,8.42,2.130609828,0
10/14/2003,8.38,2.125847914,-0.004761914
10/15/2003,8.3,2.116255515,-0.0095924
10/16/2003,8.27,2.112634509,-0.003621006
10/17/2003,8.26,2.111424588,-0.001209922
10/20/2003,8.24,2.109000344,-0.002424244
10/21/2003,8.22,2.106570209,-0.002430135
10/22/2003,8.27,2.112634509,0.0060643
10/23/2003,8.31,2.117459609,0.0048251
10/24/2003,8.27,2.112634509,-0.0048251
10/27/2003,8.25,2.1102132,-0.002421309
10/28/2003,8.23,2.107786015,-0.002427186
10/29/2003,8.2,2.104134154,-0.00365186
10/30/2003,8.2,2.104134154,0
10/31/2003,8.25,2.1102132,0.006079046
11/3/2003,8.22,2.106570209,-0.003642991
11/4/2003,8.2,2.104134154,-0.002436055
11/5/2003,8.2,2.104134154,0
11/6/2003,8.2,2.104134154,0
11/7/2003,8.21,2.105352923,0.001218769
11/10/2003,8.2,2.104134154,-0.001218769
11/11/2003,8.2,2.104134154,0
11/12/2003,8.2,2.104134154,0
11/13/2003,8.19,2.102913898,-0.001220256
11/14/2003,8.17,2.100468909,-0.002444989
11/17/2003,8.11,2.093097868,-0.007371041
11/18/2003,8.09,2.090628731,-0.002469137
11/19/2003,8.08,2.089391873,-0.001236859
11/20/2003,8.12,2.094330154,0.004938282
11/21/2003,8.1,2.091864062,-0.002466092
11/24/2003,8.1,2.091864062,0
11/25/2003,8.02,2.081938422,-0.00992564
11/26/2003,8.01,2.080690761,-0.001247661
11/27/2003,8.01,2.080690761,0
11/28/2003,8,2.079441542,-0.001249219
11/30/2003,8.09,2.090628731,0.011187189
12/1/2003,8.05,2.085672091,-0.00495664
12/2/2003,8.01,2.080690761,-0.00498133
12/3/2003,7.95,2.073171929,-0.007518832
12/4/2003,7.9,2.066862759,-0.006309169
12/5/2003,7.84,2.059238834,-0.007623925
12/8/2003,7.82,2.056684555,-0.00255428
12/9/2003,7.8,2.054123734,-0.002560821
12/10/2003,7.79,2.05284086,-0.001282874
12/11/2003,7.81,2.055404964,0.002564104
12/12/2003,7.8,2.054123734,-0.00128123
12/15/2003,7.76,2.048982334,-0.0051414
12/16/2003,7.75,2.047692843,-0.001289491
12/17/2003,7.74,2.046401688,-0.001291156
12/18/2003,7.72,2.043814364,-0.002587324
12/19/2003,7.7,2.041220329,-0.002594035
12/22/2003,7.68,2.038619547,-0.002600782
12/23/2003,7.66,2.036011984,-0.002607563
12/24/2003,7.65,2.034705648,-0.001306336
12/26/2003,7.65,2.034705648,0
12/29/2003,7.65,2.034705648,0
12/30/2003,7.63,2.032087845,-0.002617803
12/31/2003,7.69,2.039920784,0.007832938
1/2/2004,7.69,2.039920784,0
1/5/2004,7.6,2.028148247,-0.011772536
1/6/2004,7.49,2.013568798,-0.01457945
1/7/2004,7.41,2.002830439,-0.010738358
1/8/2004,7.36,1.996059933,-0.006770507
1/9/2004,7.32,1.990610328,-0.005449605
1/12/2004,7.3,1.987874348,-0.00273598
1/13/2004,7.3,1.987874348,0
1/14/2004,7.27,1.983756292,-0.004118057
